sentence,intent
các môn chuyên ngành vs các môn chung thì tiền tín chỉ như nhau à cô ơi,Tuition_fee
cơ sở tiếp nhận hồ sơ nhập học ngành cử nhân th và kĩ thuật máy tính năm 2019 là ở đâu?, Enrollment
em có vấn đề về hồ sơ nhập học ngành kế toán kiểm toán thì có thể liên lạc vs ai đc ạ?, Enrollment
dđợt nhập học 1 và 2 là khi nào ạ?, Enrollment
dạ thế có xét học bạ không ạ,Admission_method
cho e hỏi ngành này sau khi học xong việc làm như nào ạ,Job_Opportunities
ad ơi cho em hỏi chỉ tiêu vào các nganh của khoa là bao nhiêu ạ? ad có thể cho em biết cụ thể từng ngành được không ạ,Admission_method
địa chi email khoa mình là gì vậy ạ,contact_point
học kinh doanh quốc tế tối thiểu mấy năm ạ,Major_infor
điều kiện tuyển thẳng của trường áp dụng với những trường nào ạ? muốn xét tuyển chỉ được đăng kí 1 nguyện vọng thôi ạ?,Admission_method
năm nay khoa mình vẫn lấy chỉ tiêu là 40 cho ngành mis ạ?,Admission_method
kế toán kiểm toán làm về công việc gì ạ,Job_Opportunities
các linh vực của đề tài nckh là gì ạ?,Student_research
"ad ơi, chương trình liên kết thì liên kết với các trường đh nào ạ?",Major_infor
ad cho mk hỏi ngành kd quốc tế học phí dao động khoảng bao nhiêu ạ,Tuition_fee
vâng ạ. e vừa về quê công chứng. thứ 7 chủ nhật trường mình có làm việc k ạ? để em qua nộp hồ sơ ạ, Enrollment
tin học và ki thuật học trong thời gian bao lâu,Major_infor
sinh viên có ther lấy những học bổng nào ạ?,Scholar
em học ngành kinh doanh quốc tế đến buổi sáng nhập học cũng được đúng ko ạ, Enrollment
lịch nhập học đợt 2 là ntn vậy ad, Enrollment
khoa kinh doanh qte còn chỉ tiêu ko ạ,Admission_method
cụ thể là học kế toán xong ra làm gì ạ,Job_Opportunities
mỗi bài thi kéo dài bao lâu ạ,Eng_condition
khoa có bao nhiêu suất học bổng cho sinh viên ngành kế toán kiểm toán ạ?,Scholar
"a/c ơi, em muốn đc giải đáp thắc mắc về quá trình nhập học của khoa thì có thể ll vs ai đc ạ?", Enrollment
"ad ơi, cho em hỏi khoa mình có những chương trình nào do đh quốc gia cấp bằng ạ?",Major_infor
mã ngành chương trình lk là gì ạ,Major_infor
ngành này thi khối a1 đúng ko ad?,Admission_method
học ice xong làm chủ yêu về code hay cái gì thế ad,Job_Opportunities
kinh doanh quốc tế thì ghi mã bao nhiuu ạ,Major_infor
bài thi năm nay hình thức ko thay đổi ạ,Eng_condition
các lĩnh vực của đề tài nckh năm nay là gì vậy ạ?,Student_research
muốn liên hệ vs clb ishuffle thì gọi cho ai ạ,contact_point
cho em hỏi mã ngành liên kết đh nước ngoài ạ,Major_infor
ad cho em xin khung chương trình ib năm 2016 với,Major_infor
ad giúp em vs cho em hỏi mã ngành ghi vào hồ sơ là gì ạ?,Major_infor
em đang học năm nhất những chưa có bằng ta thì có yêu cầu bằng để chuyển tiếp không ạ,Major_infor
cho em hỏi có mấy đợt thi tiếng anh mỗi năm,Eng_condition
điều kiện xét tuyển thẳng vào khoa mình có giống với đk của bộ gd&đt k ạ,Admission_method
mỗi năm khoa có bao nhiêu suất học bổng nckh ạ?,Scholar
"ad ơi, sinh viên khoa mình thì có thể học bằng kep những ngành nào tại đh ngoại ngữ ạ?",Major_infor
ad ơi năm nhất học ở xuân thủy hay thanh xuân ạ,School_infor
ngành hệ thông thông tin yêu cầu trình độ tiếng anh bao nhiêu khi muốn chuyển tiếp,Major_infor
cộng điểm nckh sẽ đc cộng trong 1 hay 2 kì học ạ?,Student_research
"ad ơi, khoa mình có ngành nào là do đh quốc gia cấp bằng vậy ạ?",Major_infor
hỏi về học phí thì gọi cho ai hay phòng nào vậy aj,contact_point
vang ý em là thế mà,Agree
"ad ơi, em học ngành mis thì có cơ hội chuyển tiếp k ạ?",Major_infor
khoa quốc tế có mấy cơ sở ạ,School_infor
mức học phí khi chuyển tiếp trong khoảng bao nhiêu ạ,Major_infor
tìm ma ngành ở trang nào ạ,Major_infor
gía trị cho học bổng dành cho sinh viên có hoàn cảnh khó khăn?,Scholar
"admin ơi cho em hỏi, năm nay khoa đã công bố danh sách các đề tài nckh chưa ạ/",Student_research
"ad ơi, sinh viên khoa mình thì có thể đk học bằng kép bên luật ngành nào vậy ạ?",Major_infor
em có thể đc cộng bao nhiêu điểm khi tham gia nckh ạ,Student_research
cơ sở nhập học năm nay ở làng sv phải k ạ?, Enrollment
"ad ơi, cho em sđt người có thể giúp e tư vấn về thủ tục nhập học vs ạ?", Enrollment
cơ sở làng sinh viên học ở những tòa nhà nào vaayj ạ,School_infor
e hỏi về cái khác cơ mà,Denydisagree
"mức học phí này là bao gồm tất cả chưa ạ, có chi phi phát sinh ko ạ",Other
học bổng năm 2019 của khoa ntn,Scholar
mis năm nay tuyển bn sinh viên ad?,Admission_method
em muốn hỏi về thời gian đào tạo,Major_infor
nếu em đc giải nhất nckh thì sẽ đc bao nhiều điểm cộng ạ,Student_research
ad tl lại cho e vs,Denydisagree
cấu trúc đề thi placement test gồm những phần nào vậy ạ,Eng_condition
"ad ơi, học phí chuyển tiếp sang đh bên malaysia là bao nhiêu thế ạ?",Major_infor
e biết đến chương trình này ở trên page khoa mình,Other
cho mình hỏi ngày sinh nhật của khoa quốc tế với ạ,School_infor
cho em hỏi là hình thức xin học bổng như thế nào ạ?,Scholar
khoa mình cung cấp những loại học bổng gì ạ?,Scholar
"ad ơi, năm nay khoa mình yêu cầu những giáy tờ nhập học ntn vậy ạ?", Enrollment
trị giá cho mỗi suất học bổng chu văn an là bao nhiêu vậy ad?,Scholar
ad ơi em đợi điểm trúng tuyen lâu quá rồi bao h có thế ạ,Basic_point
có ai ở đấy k,Greetings
ac điểm chuản cao không ak,Basic_point
thi placement test có bao nhiêu câu hỏi,Eng_condition
đề thì placement test gồm mấy parts ạ,Eng_condition
giấy tờ nhập học cần thiết cho ngành htttql là gì vậy ad?, Enrollment
bao giờ nộp đề tại nghiên cứu khoa học ạ?,Student_research
cho em xin mẫu đơn đk đề tài nckh ạ,Asking_docs
địa chỉ cụ thể của cơ sở kiều mai là ở đâu ạ,School_infor
năm nay e lên lớp 12 và e rất quan tâm đến ngành quản trị khách sạn ạ anh chị có thể tư vấn cho e được ko ạ,Major_infor
"ad ơi, lộ trình nckh năm nay là gì vây ạ?",Student_research
các môn chuyên ngành thì tính tiền 1 tín chỉ thê nào vậy ?,Tuition_fee
"em quan tâm đến chương trình do đh quốc gia hn cấp bằng với ngành kinh doanh quốc tế ạ, ad cho e xn thông tin vs ak",Major_infor
chị oei,Greetings
em nộp hồ sơ nhập học ở cơ sở nào ạ?, Enrollment
"ad ơi, ad dành thời gian gửi cho em xin danh sách đề tài nckh vs ạ?",Student_research
khoa mình có học bổng dành cho sinh viên đạt thành tích nckh tốt k ạ?,Scholar
mỗi tín chỉ các chương trình liên kết là bao nhiu a?,Tuition_fee
khai giảng xong phải mặc đồng phục k ạ,Other
đủng ok,Agree
"học tại cơ sở 1 và cơ sở 2,3 có khác j nhau ko ạ",School_infor
ad hiểu nhầm ý em mất rồi,Denydisagree
ad cho em hỏi về học phí của khoa ạ,Tuition_fee
"ad ơi, em đc nhận học bổng xuất sắc thì đc bao nhiêu tiền ạ?",Scholar
học phí khi chuyển tiếp sang úc là bao nhiêu 1 năm,Major_infor
năm nay trường mình dự kiến điểm sàn bn điểm hả ad?,Basic_point
cơ sở xuân thủy dành cho những ngành nào ạ,School_infor
nưm đầu học ở cầu giấy hay thanh xuân ạ,School_infor
giá trị hoc bổng của khoa mình giao động từ bn đến bn vậy ad?,Scholar
cho tôi hỏi mã ngành thì ghi thế nào?,Major_infor
e có thắc mắc là ở ngành ib thì đăng ký ctrinh chuyển tiếp ở nước nào thì có chi phí rẻ nhất ạ,Other
"ad ơi, khi nào thì chúng em có thể đk tham gia nckh ạ?",Student_research
cho e hỏi học phí khoa kinh doanh quốc tế là khoảng bao nhiêu ạ?,Tuition_fee
do trg đhnqg cấp bằng không còn những ngành khác ạ,Major_infor
ad ơi mình k biết học bổng địa phương là gì? ad giải đáp giúp mình vs?,Scholar
bạn ơi mình hỏi chút vs,Greetings
chương trình học bổng cho việc hoc dự bị t/a,Scholar
mã xét tuyển của đh troy là gì ạ,Major_infor
chuyen ngnahf kinh doanh quốc tế học chủ yếu về lĩnh vực nào thế ad,Major_infor
vâng đó là điều em muốn hỏi đấy ạ,Agree
"ad ơi, khoa mình có hỗ trợ việc học song bằng k ạ?",Major_infor
chuẩn rồi ad,Agree
các loại học bổng của khoa quốc tế,Scholar
điều kiện học bổng là gì ạ?,Scholar
bh e có đc nộp hồ sơ xét tuyển theo hình thức giống xét tuyển k ạ?,Admission_method
chào ad min khoa quốc tế,Greetings
"ad ơi, giải khuyến khích nckh là bn vậy ad?",Student_research
"ad ơi, tháng mấy thì chúng em có thể đk tham gia đề tài nckh đc ạ?",Student_research
ai có thể giúp em giải đáp thắc mắc nhận học ạ?, Enrollment
mỗi năm khoa tuyển bao nhiêu học sinh ngành kinh doanh quốc tế thế ạ ?,Admission_method
mình cảm ơn,Bye
em giờ chưa có giấy báo điểm thì phải nộp những loại giấy tờ gì ạ, Enrollment
ngành kế toán học bao nhiêu môn tất cả vậy ák,Major_infor
những nội dung thi  placement test chủ yếu ở đâu,Eng_condition
địa chỉ cụ thể của cơ sở xuân thủy là ở đâu ạ,School_infor
byee,Bye
"thi placement test năm nay giống cấu trúc năm ngoái ko ad, có gì mới ko ạ",Eng_condition
e tki đc 15đ thôi  liệu có vào đc k ạ hx . năm ngoái đ? sàn q.g là bn ạ,Basic_point
khoahocj ql thì ghi mã xét tuyển ntn ạ,Major_infor
"thế nếu năm 3 em đi, em có thành tích tốt thì em sẽ nhận 50-100% học bổng của trường vn hay trường keuka ạ?",Other
ad ơi cho e hỏi là khoa kdqt học tại cơ sở 1( xuân thủy cầu giấy) hay cơ sở 2(handico) thế ạ,School_infor
vậy nếu ko có học bổng thì 3 năm học bên đấy tổng khoảng bao nhiêu tiền ah?,Major_infor
nếu như điểm thi đại học dưới 15 thì vẫn xét học bạ đc đúng k ạ?,Admission_method
kiểm tra đầu vào thì bao giờ bắt đầu ạ,Eng_condition
ngành kiểm toán mã ngành là gì ạ,Major_infor
các bước nhập học khoa mình là như thế nào vậy ad, Enrollment
1 tín chỉ phải đóng bn tiền ạ ?,Tuition_fee
cho em hỏi nếu em học ngành quản lí trong khoa thì học phí là bao nhiêu a,Tuition_fee
số tiền/1 tín năm nay có tăng không ạ,Tuition_fee
ad hiểu câu hỏi của e rồi đó ạ,Agree
cho em hỏi ssdt của các thầy cô phòng tài chính vs ad,contact_point
mà trường mk có 2 chi nhánh v chi nhánh nào là chính ạ?,School_infor
"ad ơi, chương trình cử nhân khoa học quản lí là chương trình liên kết ạ?",Major_infor
không,Denydisagree
như nào thì được học bổng vậy ad,Scholar
"điều kiện tuyển thảng ngành kế toán,phân tích và kiểm toán là gì?",Admission_method
mỗi ngành có bao nhiêu suất học bổng ạ?,Scholar
khi nào bắt đầu đăng ký thi tiếng anh ạ,Eng_condition
liên hệ với phòng đào tạo kiểu gì ạ,contact_point
"hiện em là học sinh cấp 3, em có nguyện vọng đăng kí vào khoa mình, ad có thể giúp em k ạ",Other
những môn nào thường có giáo viên nước ngoài giảng dạy ạ,Major_infor
chỉ tiêu học bổng chu văn an là bao nhiêu ạ?,Scholar
em trúng tuyển đợt 2 ngành mis thì cần giấy tờ nhập học gồm những j ạ?, Enrollment
ngày 8/8 em đến phỏng vấn nếu đỗ thì em nhập học luôn ạ hay phải đợi đến bao giờ ạ?, Enrollment
liên kết vs đại học malaayxia ghi ãm ngành thé nào ạ ?,Major_infor
nếu đề tài nckh đc đi thi tầm  quốc gia thì khoa hỗ trợ ntn ạ?,Student_research
em đến nhập học tại cơ sở 2 đc k ạ, Enrollment
ad ơi liên hệ vs chị lao công theo số nào vậy,contact_point
cho em hoỏi diem chuẩn các ngành đhqg cấp bằng năm 2015 ạ,Basic_point
năm nay khoa mình còn chỉ tiêu xét tuyển bs ngành ice k ad?,Admission_method
học bổng cho sinh viên có thành tích trong nghiên cứu khoa học và hoạt động xã hội là gì ạ,Scholar
ad cho e hỏi điểm chuẩn vào hệ thống thông tin quản lí năm ngoái là bao nhiêu vậy ạ,Basic_point
"ad ơi, học phí chuyển tiếp có tăng k ạ?",Major_infor
"ad ơi, những việc còn lại sau khi chúng em  nhận đề tài nckh là gì ạ?",Student_research
em chỉ muốn hỏi thủ tục nhập học ntn ạ, Enrollment
ad ơi gửi cho em danh sách đề tài nckh năm nay nhe,Student_research
học các cấp độ tiếng anh trong mấy tháng vậy ad,Major_infor
"ad woi, cho em xin học phí chuyển tiếp của trg đh keuka ạ",Major_infor
học bổng năm nay của khoa mình có bao nhiêu suất ạ?,Scholar
hồ sơ nhập học là phải nộp sổ đoàn k ạ?, Enrollment
cơ sở nào mới được xây dựng ạ,School_infor
"là thành viên chính thức đội tuyển dự kỳ thi olympic hoặc các cuộc thi sáng tạo, triển lãm khoa học kỹ thuật khu vực, quốc tế thì mới đc xét tuyển thẳng ạ?",Admission_method
"ad ơi, lộ trình nckh năm nay là ntn vậy ad?",Student_research
"ad ơi, khi nào khoa mình mới công bố đề tài nckh vậy ạ?",Student_research
"ad ơi, em có nhiều thắc mắc về hồ sơ nhập học thì có thể ll vs ai để giải quyết ạ?", Enrollment
"ad ơi, cho em xin học phí chuyển tiếp của chương trình lk vs ạ?",Major_infor
ngành kế toán tài chính thì có thủ tục nhập học ntn vậy ạ?, Enrollment
tham gia nckh có đc cộng điển k ạ,Student_research
"bạn ơi, học bổng a.yersin là gì đó?",Scholar
sv khoa mình còn đc đăng kí những học bổng nào của đhqg hn ạ,Scholar
có đề tài nào liên quan đến lĩnh vực tài chính k ạ?,Student_research
